prey_number,Symbol1,Symbol2,purification_plate,purification_row,purification_col,source_plate,source_row,source_col,conc_ngul,MW,unedit_bait_ul,unedit_prey_ul,ul_bait,ul_prey,ic50_calc,sat_calc,bait_protein_ul_withdouble,bait_protein_ic50,bait_BSA_total,bait_BSA_source1,prey_protein_ul_phase1,prey_protein_sat_phase1,prey_BSA1_phase1,prey_SAV_phase1,prey_BSA2_phase1,prey_protein_ul_phase2,prey_protein_sat_phase2,prey_BSA1_phase2,prey_SAV_phase2,prey_BSA2_phase2,total_vol_consumed,notes
475,TMED4,,II,F,1,II,F,1,155.7132163,49055.35,0.015751826,0.007920918,0.031503652,0.007920918,3174.235151,225.4428374,20.83966589,10.41983294,33054.16033,1963.660334,3.302230819,3.302230819,741.1620549,297.7857143,19802.75,2.186965529,2.186965529,490.8487488,197.2142857,13114.75,26.32886224,
474,LTB,,II,F,2,II,F,2,52.10291767,54611.63,0.052407459,0.026353465,0.104814917,0.026353465,954.0626725,67.76013299,69.33506771,34.66753386,33005.66493,1915.164932,10.98675951,10.98675951,733.4775262,297.7857143,19802.75,7.276191656,7.276191656,485.7595226,197.2142857,13114.75,87.59801888,
93,PROCR,,VI,F,3,II,F,3,81.54029788,59097.89,0.036238456,0.018222766,0.072476912,0.018222766,1379.749732,97.99358891,47.94347734,23.97173867,33027.05652,1936.556523,7.597071339,7.597071339,736.8672144,297.7857143,19802.75,5.031305821,5.031305821,488.0044085,197.2142857,13114.75,60.5718545,
472,TGFBR2,,II,F,4,II,F,4,119.4810127,51343.68,0.021486125,0.010804452,0.04297225,0.010804452,2327.083151,165.275792,28.42614367,14.21307184,33046.57386,1956.073856,4.504375848,4.504375848,739.9599099,297.7857143,19802.75,2.983109071,2.983109071,490.0526052,197.2142857,13114.75,35.91362859,
471,CR1,,II,F,5,II,F,5,35.51340347,276672.34,0.389532279,0.195879089,0,0.195879089,128.3590672,9.11641102,50.3,41.71407388,33024.7,1934.2,81.66199221,81.66199221,662.8022935,297.7857143,19802.75,54.08221648,54.08221648,438.9534978,197.2142857,13114.75,186.0442087,"increase conc due to band discrepancyshould be 250, but only have 50.3"
470,LSR,,II,F,6,II,F,6,166.7325282,48483.288,0.014539241,0.007311161,0.029078482,0.007311161,3438.969077,244.2449629,19.23541576,9.617707882,33055.76458,1965.264584,3.048023087,3.048023087,741.4162626,297.7857143,19802.75,2.018611596,2.018611596,491.0171027,197.2142857,13114.75,24.30205045,
469,GPA,,II,F,7,II,F,7,136.0132007,78999.567,0.02904114,0.014603544,0.058082279,0.014603544,1721.695522,122.2795115,38.42142769,19.21071385,33036.57857,1946.078572,6.088217696,6.088217696,738.376068,297.7857143,19802.75,4.032038632,4.032038632,489.0036757,197.2142857,13114.75,48.54168402,
468,LIRA1,,II,F,8,II,F,8,47.29676121,83284.751,0.088044878,0.044273996,0.176089755,0.044273996,567.8922088,40.33325347,116.483373,58.24168651,32958.51663,1868.016627,18.45782876,18.45782876,726.006457,297.7857143,19802.75,12.22405018,12.22405018,480.8116641,197.2142857,13114.75,147.165252,
467,MRC1,,II,F,9,II,F,9,63.81621931,180123.05,0.141126388,0.070966412,0.282252775,0.070966412,354.2923535,25.1628092,128.0557184,93.35510538,32946.94428,1856.444282,29.58589718,29.58589718,714.8783885,297.7857143,19802.75,19.59382636,19.59382636,473.4418879,197.2142857,13114.75,177.235442,
466,NT5E,,II,F,10,II,F,10,126.3732457,78368.846,0.031006898,0.01559204,0.062013795,0.01559204,1612.544425,114.5273029,41.02212564,20.51106282,33033.97787,1943.477874,6.500321468,6.500321468,737.9639642,297.7857143,19802.75,4.304962239,4.304962239,488.730752,197.2142857,13114.75,51.82740935,
465,ADAM15,,II,F,11,II,F,11,27.47608176,97039.11,0.176588334,0.088798705,0.353176668,0.088798705,283.1444122,20.10968837,116.2596566,116.8131829,32958.74034,1868.240343,37.02018013,37.02018013,707.4441056,297.7857143,19802.75,24.51732246,24.51732246,468.5183918,197.2142857,13114.75,177.7971592,
464,CD3E,,II,F,12,II,F,12,48.8667087,39372.12,0.040285218,0.020257709,0.080570435,0.020257709,1241.15005,88.14986149,53.29734307,26.64867153,33021.70266,1931.202657,8.445439087,8.445439087,736.0188466,297.7857143,19802.75,5.593153591,5.593153591,487.4425607,197.2142857,13114.75,67.33593575,
463,KI3L3,,II,G,1,II,G,1,23.58048868,66665.71,0.141357779,0.071082769,0.282715557,0.071082769,353.7124059,25.12161974,127.9787485,93.5081706,32947.02125,1856.521252,29.63440628,29.63440628,714.8298794,297.7857143,19802.75,19.62595244,19.62595244,473.4097618,197.2142857,13114.75,177.2391072,
462,SORT1,,II,G,2,II,G,2,65.9331265,104137.55,0.078972101,0.039711685,0.157944201,0.039711685,633.1349883,44.9669736,104.4800891,52.24004456,32970.51991,1880.019911,16.55580143,16.55580143,727.9084843,297.7857143,19802.75,10.9643962,10.9643962,482.0713181,197.2142857,13114.75,132.0002867,
461,S39AE,,II,G,3,II,G,3,126.5406918,50945.852,0.020130225,0.010122627,0.04026045,0.010122627,2483.827178,176.4081802,26.6322877,13.31614385,33048.36771,1957.867712,4.220123379,4.220123379,740.2441623,297.7857143,19802.75,2.794857436,2.794857436,490.2408568,197.2142857,13114.75,33.64726852,
460,FCER2,,II,G,4,II,G,4,82.40698046,61433.256,0.037274303,0.01874365,0.074548607,0.01874365,1341.406688,95.27036136,49.31390353,24.65695176,33025.6861,1935.186096,7.814227585,7.814227585,736.6500581,297.7857143,19802.75,5.175121699,5.175121699,487.8605926,197.2142857,13114.75,62.30325281,
459,TNFSF11,,II,G,5,II,G,5,60.81107621,60552.668,0.049787532,0.025036016,0.099575064,0.025036016,1004.267495,71.32581641,65.86890477,32.93445239,33009.1311,1918.631095,10.4375151,10.4375151,734.0267706,297.7857143,19802.75,6.912444036,6.912444036,486.1232702,197.2142857,13114.75,83.21886391,
458,KLRB1,,II,G,6,II,G,6,66.5643693,52706.303,0.039590477,0.019908354,0.079180955,0.019908354,1262.929963,89.69673033,52.37820143,26.18910072,33022.6218,1932.121799,8.299792901,8.299792901,736.1644928,297.7857143,19802.75,5.496696618,5.496696618,487.5390177,197.2142857,13114.75,66.17469095,
457,SLAMF6,,II,G,7,II,G,7,159.0620618,63035.196,0.019814655,0.009963941,0.039629309,0.009963941,2523.384901,179.2176776,26.21478791,13.10739396,33048.78521,1958.285212,4.153966816,4.153966816,740.3103189,297.7857143,19802.75,2.751043987,2.751043987,490.2846703,197.2142857,13114.75,33.11979872,
456,CD58,,II,G,8,II,G,8,131.1963217,62625.932,0.023867259,0.012001822,0.047734518,0.012001822,2094.920067,148.7869366,31.57638377,15.78819188,33043.42362,1952.923616,5.003559471,5.003559471,739.4607262,297.7857143,19802.75,3.313702974,3.313702974,489.7220113,197.2142857,13114.75,39.89364622,
455,TNR12,,II,G,9,II,G,9,183.3693103,36473.687,0.009945418,0.005001124,0.019890835,0.005001124,5027.441024,357.0625727,13.15778737,6.578893685,33061.84221,1971.342213,2.084968694,2.084968694,742.379317,297.7857143,19802.75,1.380810401,1.380810401,491.6549039,197.2142857,13114.75,16.62356646,
74,TMEM106B,,VI,G,10,II,G,10,62.26486255,60567.897,0.048637301,0.024457614,0.097274602,0.024457614,1028.017574,73.0126118,64.34714898,32.17357449,33010.65285,1920.152851,10.19637933,10.19637933,734.2679064,297.7857143,19802.75,6.75274726,6.75274726,486.282967,197.2142857,13114.75,81.29627557,
73,CLEC4C,,VI,G,11,II,G,11,93.03784429,55492.242,0.029822403,0.014996408,0.059644806,0.014996408,1676.591915,119.0761303,39.45503936,19.72751968,33035.54496,1945.044961,6.252002678,6.252002678,738.212283,297.7857143,19802.75,4.14050837,4.14050837,488.8952059,197.2142857,13114.75,49.84755041,
452,TXNDC15,,II,G,12,II,G,12,126.4150949,69511.648,0.027493413,0.013825259,0.054986826,0.013825259,1818.617434,129.16317,36.37378525,18.18689263,33038.62621,1948.126215,5.763750499,5.763750499,738.7005352,297.7857143,19802.75,3.817154025,3.817154025,489.2185603,197.2142857,13114.75,45.95468978,
451,TNFRSF8,,II,H,1,II,H,1,64.46373199,81612.956,0.063301451,0.031831587,0.126602903,0.031831587,789.8713042,56.09881422,83.74782025,41.87391012,32991.25218,1900.75218,13.27058862,13.27058862,731.1936971,297.7857143,19802.75,8.788701173,8.788701173,484.2470131,197.2142857,13114.75,105.80711,
450,CNTN1,,II,H,2,II,H,2,72.4003186,131502.03,0.090815919,0.045667434,0.181631839,0.045667434,550.5642658,39.10257569,120.1494614,60.0747307,32954.85054,1864.350539,19.03875314,19.03875314,725.4255326,297.7857143,19802.75,12.60877846,12.60877846,480.4269358,197.2142857,13114.75,151.796993,
449,FCGR2B,,II,H,3,II,H,3,104.4647874,54268.842,0.025974706,0.013061566,0.051949411,0.013061566,1924.949631,136.7151727,34.36453553,17.18226776,33040.63546,1950.135464,5.445366971,5.445366971,739.0189187,297.7857143,19802.75,3.606298442,3.606298442,489.4294158,197.2142857,13114.75,43.41620094,
448,CD70,,II,H,4,II,H,4,108.8592162,52426.552,0.024079979,0.012108789,0.048159957,0.012108789,2076.413803,147.4725712,31.85781173,15.92890587,33043.14219,1952.642188,5.048154241,5.048154241,739.4161315,297.7857143,19802.75,3.343236714,3.343236714,489.6924776,197.2142857,13114.75,40.24920269,
447,PVR,,II,H,5,II,H,5,80.10250697,73012.563,0.045574456,0.022917441,0.091148911,0.022917441,1097.105809,77.91944664,60.2950048,30.1475024,33014.705,1924.204995,9.554280963,9.554280963,734.9100048,297.7857143,19802.75,6.327505335,6.327505335,486.708209,197.2142857,13114.75,76.1767911,
446,TNFRSF14,,II,H,6,II,H,6,44.55591135,51867.464,0.058204919,0.029268759,0.116409838,0.029268759,859.0339283,61.01093241,77.00510751,38.50255375,32997.99489,1907.494892,12.20214569,12.20214569,732.26214,297.7857143,19802.75,8.081104399,8.081104399,484.9546099,197.2142857,13114.75,97.28835759,
65,CEACAM8,,VI,H,7,II,H,7,60.29605055,75789.866,0.062848118,0.031603625,0.125696236,0.031603625,795.568771,56.50346385,83.14806012,41.57403006,32991.85194,1901.35194,13.17555129,13.17555129,731.2887344,297.7857143,19802.75,8.725760878,8.725760878,484.3099534,197.2142857,13114.75,105.0493723,
444,CD2,,II,H,8,II,H,8,94.20149424,54733.05,0.029051052,0.014608529,0.058102104,0.014608529,1721.108073,122.2377893,38.43454169,19.21727085,33036.56546,1946.065458,6.090295726,6.090295726,738.37399,297.7857143,19802.75,4.033414847,4.033414847,489.0022994,197.2142857,13114.75,48.55825226,
443,BST1,,II,H,9,II,H,9,203.9520839,60166.452,0.014750144,0.007417215,0.029500288,0.007417215,3389.797422,240.7526578,19.51444047,9.757220236,33055.48556,1964.98556,3.092237039,3.092237039,741.3720487,297.7857143,19802.75,2.047893131,2.047893131,490.9878212,197.2142857,13114.75,24.65457064,
442,PTPRC,,II,H,10,II,H,10,48.2569917,146518.17,0.151810302,0.076338895,0.303620605,0.076338895,329.3584113,23.39193262,124.501821,100.422515,32950.49818,1859.998179,31.82568528,31.82568528,712.6386004,297.7857143,19802.75,21.07716888,21.07716888,471.9585454,197.2142857,13114.75,177.4046752,
441,KIR3DL2,,II,H,11,II,H,11,26.08663026,69056.996,0.132360898,0.066558623,0.264721795,0.066558623,377.7550686,26.82919521,130.971471,87.55673384,32944.02853,1853.528529,27.74828987,27.74828987,716.7159958,297.7857143,19802.75,18.37683577,18.37683577,474.6588785,197.2142857,13114.75,177.0965966,
,2742,pf41 bait,VII,H,9,II,H,12,101.5234263,63033.485,0.031043813,0.015610603,0.062087626,0.015610603,1610.626896,114.3911148,41.07096446,20.53548223,33033.92904,1943.429036,6.508060414,6.508060414,737.9562253,297.7857143,19802.75,4.310087504,4.310087504,488.7256268,197.2142857,13114.75,51.88911238,
440,GINM1,,III,A,1,III,A,1,145.4030965,61972.987,0.021310752,0.010716264,0.042621504,0.010716264,2346.233472,166.6359,28.19412509,14.09706254,33046.80587,1956.305875,4.467610434,4.467610434,739.9966753,297.7857143,19802.75,2.958760472,2.958760472,490.0769538,197.2142857,13114.75,35.62049599,
439,LILRB2,,III,A,2,III,A,2,108.3773498,80727.491,0.03724371,0.018728265,0.074487419,0.018728265,1342.508586,95.34862114,49.2734279,24.63671395,33025.72657,1935.226572,7.80781386,7.80781386,736.6564719,297.7857143,19802.75,5.170874087,5.170874087,487.8648402,197.2142857,13114.75,62.25211585,
438,CANT1,,III,A,3,III,A,3,210.5101889,64137.451,0.015233812,0.007660431,0.030467623,0.007660431,3282.172672,233.1088545,20.1543327,10.07716635,33054.84567,1964.345667,3.193633666,3.193633666,741.270652,297.7857143,19802.75,2.115044987,2.115044987,490.9206693,197.2142857,13114.75,25.46301135,
437,TNR11,,III,A,4,III,A,4,105.5669081,51936.037,0.024598635,0.012369599,0.04919727,0.012369599,2032.633105,144.3631466,32.54399421,16.27199711,33042.45601,1951.956006,5.156885971,5.156885971,739.3073997,297.7857143,19802.75,3.415246382,3.415246382,489.6204679,197.2142857,13114.75,41.11612657,
436,TMED2,,III,A,5,III,A,5,15.51176381,46832.304,0.150957378,0.075909996,0.301914757,0.075909996,331.2193183,23.52409931,124.7855376,99.85830587,32950.21446,1859.714462,31.64687735,31.64687735,712.8174084,297.7857143,19802.75,20.95874991,20.95874991,472.0769644,197.2142857,13114.75,177.3911649,
54,CSF1,,VII,A,6,III,A,6,74.17358186,52000.495,0.035053245,0.017626775,0.07010649,0.017626775,1426.401458,101.3069217,46.37544336,23.18772168,33028.62456,1938.124557,7.348602378,7.348602378,737.1156833,297.7857143,19802.75,4.866752498,4.866752498,488.1689618,197.2142857,13114.75,58.59079823,
434,EPHB2,,III,A,7,III,A,7,137.2847447,91591.356,0.03335817,0.016774394,0.066716339,0.016774394,1498.883199,106.4547726,44.13285842,22.06642921,33030.86714,1940.367142,6.993244805,6.993244805,737.4710409,297.7857143,19802.75,4.631410148,4.631410148,488.4043041,197.2142857,13114.75,55.75751338,
52,PRNP,,VII,A,8,III,A,8,65.52008493,52914.925,0.04038069,0.020305718,0.08076138,0.020305718,1238.215587,87.94144795,53.42365311,26.71182655,33021.57635,1931.076347,8.465454038,8.465454038,735.9988317,297.7857143,19802.75,5.606408875,5.606408875,487.4293054,197.2142857,13114.75,67.49551602,
432,FOLR2,,III,A,9,III,A,9,34.09555832,56567.432,0.082954254,0.041714139,0.165908508,0.041714139,602.7418448,42.80836966,109.7484778,54.87423892,32965.25152,1874.751522,17.39062458,17.39062458,727.0736611,297.7857143,19802.75,11.5172738,11.5172738,481.5184405,197.2142857,13114.75,138.6563762,
146,SDC4,,VI,A,10,III,A,10,133.5290926,48229.473,0.018059537,0.009081367,0.036119075,0.009081367,2768.620189,196.6349566,23.89276805,11.94638403,33051.10723,1960.607232,3.786022072,3.786022072,740.6782636,297.7857143,19802.75,2.507365541,2.507365541,490.5283487,197.2142857,13114.75,30.18615567,
430,TMIGD2,,III,A,11,III,A,11,99.23385594,51743.474,0.026071482,0.013110231,0.052142964,0.013110231,1917.804281,136.2076904,34.49257083,17.24628542,33040.50743,1950.007429,5.465655306,5.465655306,738.9986304,297.7857143,19802.75,3.61973478,3.61973478,489.4159795,197.2142857,13114.75,43.57796092,
429,CPD,,III,A,12,III,A,12,28.09363155,180410.99,0.321088766,0.16146178,0,0.16146178,155.7201784,11.05967176,72,65.133332,33003,1912.5,67.31341596,67.31341596,677.1508698,297.7857143,19802.75,44.57959738,44.57959738,448.4561169,197.2142857,13114.75,183.8930133,"should be 200, but only have 72"
428,IL6R,,III,B,1,III,B,1,177.4712919,76602.249,0.021581589,0.010852456,0.043163178,0.010852456,2316.789575,164.5447141,28.55244202,14.27622101,33046.44756,1955.947558,4.524388946,4.524388946,739.9398968,297.7857143,19802.75,2.996363128,2.996363128,490.0393512,197.2142857,13114.75,36.07319409,
142,CD74,,VI,B,2,III,B,2,67.30024523,64922.358,0.048233374,0.024254497,0.096466748,0.024254497,1036.626631,73.62405047,63.81275384,31.90637692,33011.18725,1920.687246,10.11169965,10.11169965,734.3525861,297.7857143,19802.75,6.696666526,6.696666526,486.3390478,197.2142857,13114.75,80.62112002,
426,FASLG,,III,B,3,III,B,3,31.75794613,59570.24,0.093787929,0.04716193,0.187575858,0.04716193,533.1176461,37.86346919,124.0814302,62.0407151,32950.91857,1860.41857,19.66180864,19.66180864,724.8024771,297.7857143,19802.75,13.02140889,13.02140889,480.0143054,197.2142857,13114.75,156.7646477,
140,MERTK,,VI,B,4,III,B,4,97.20652331,108550.72,0.055835101,0.028077079,0.111670201,0.028077079,895.4940447,63.60042931,73.86983799,36.93491899,33001.13016,1910.630162,11.70533428,11.70533428,732.7589514,297.7857143,19802.75,7.752081544,7.752081544,485.2836327,197.2142857,13114.75,93.32725381,
424,IL1RL1,,III,B,5,III,B,5,147.5505597,81387.927,0.027579674,0.013868636,0.055159348,0.013868636,1812.929327,128.7591851,36.48790884,18.24395442,33038.51209,1948.012091,5.781834399,5.781834399,738.6824513,297.7857143,19802.75,3.829130433,3.829130433,489.2065839,197.2142857,13114.75,46.09887367,
423,C1orf162,,III,B,6,III,B,6,76.80380156,33535.29,0.02183179,0.010978272,0.043663581,0.010978272,2290.238181,162.6589617,28.88345874,14.44172937,33046.11654,1955.616541,4.576841497,4.576841497,739.8874442,297.7857143,19802.75,3.031100833,3.031100833,490.0046135,197.2142857,13114.75,36.49140107,
422,CD52,,III,B,7,III,B,7,118.296921,38053.327,0.01608382,0.008087864,0.032167639,0.008087864,3108.714279,220.7893664,21.27889348,10.63944674,33053.72111,1963.221107,3.371830346,3.371830346,741.0924554,297.7857143,19802.75,2.233059147,2.233059147,490.8026551,197.2142857,13114.75,26.88378297,
421,TAPBPL,,III,B,8,III,B,8,14.42021486,69054.82,0.239437556,0.120402885,0.478875111,0.120402885,208.8227131,14.8311586,95.35349146,93.07185679,32979.64651,1889.146509,50.19596282,50.19596282,694.2683229,297.7857143,19802.75,33.24323659,33.24323659,459.7924777,197.2142857,13114.75,178.7926909,
135,KLRG1,,VI,B,9,III,B,9,27.76166341,56413.43,0.101603116,0.051091852,0.203206231,0.051091852,492.1108929,34.95105774,134.4209221,67.21046105,32940.57908,1850.079078,21.3001933,21.3001933,723.1640924,297.7857143,19802.75,14.10646047,14.10646047,478.9292538,197.2142857,13114.75,169.8275759,
419,IL15RA,,III,B,10,III,B,10,115.5515605,48184.12,0.020849619,0.01048438,0.041699238,0.01048438,2398.125367,170.3214039,27.58404582,13.79202291,33047.41595,1956.915954,4.370937937,4.370937937,740.0933478,297.7857143,19802.75,2.894737261,2.894737261,490.140977,197.2142857,13114.75,34.84972102,
418,DSCAML1,,III,B,11,III,B,11,28.97087895,228824.68,0.394921881,0.198589289,0,0.198589289,126.6073177,8.991996993,48.6,39.86991859,33026.4,1935.9,82.7918744,82.7918744,661.6724113,297.7857143,19802.75,54.83050257,54.83050257,438.2052117,197.2142857,13114.75,186.222377,should be 250 but only have 48.6
417,ENPP4,,III,B,12,III,B,12,23.69859661,82026.1,0.173061092,0.087025006,0.346122183,0.087025006,288.9153161,20.5195537,117.4329585,114.4799121,32957.56704,1867.067042,36.28072504,36.28072504,708.1835607,297.7857143,19802.75,24.02760418,24.02760418,469.0081101,197.2142857,13114.75,177.7412877,
416,OLR1,,III,C,1,III,C,1,91.93711625,57519.293,0.031281867,0.01573031,0.062563734,0.01573031,1598.370068,113.5206014,41.38591014,20.69295507,33033.61409,1943.11409,6.557966365,6.557966365,737.9063193,297.7857143,19802.75,4.343138674,4.343138674,488.6925756,197.2142857,13114.75,52.28701518,
415,TLR10,,III,C,2,III,C,2,46.04614436,114369.6,0.124190203,0.06244993,0.248380405,0.06244993,402.6082487,28.59433585,133.689371,82.15181906,32941.31063,1850.810629,26.03537602,26.03537602,718.4289097,297.7857143,19802.75,17.24242581,17.24242581,475.7932885,197.2142857,13114.75,176.9671728,
414,SIGLEC8,,III,C,3,III,C,3,29.56454171,72371.59,0.122395927,0.061547666,0.244791855,0.061547666,408.5103244,29.01351736,134.2862187,80.96490597,32940.71378,1850.213781,25.6592221,25.6592221,718.8050636,297.7857143,19802.75,16.99331068,16.99331068,476.0424036,197.2142857,13114.75,176.9387515,
128,BST2,,VI,C,4,III,C,4,32.38219125,51207.31,0.079067086,0.039759449,0.158134172,0.039759449,632.3743867,44.9129536,104.6057547,52.30287737,32970.39425,1879.894245,16.57571427,16.57571427,727.8885714,297.7857143,19802.75,10.97758385,10.97758385,482.0581304,197.2142857,13114.75,132.1590529,
412,CD302,,III,C,5,III,C,5,214.511556,47690.346,0.011116032,0.005589776,0.022232064,0.005589776,4498.007961,319.4607927,14.70651021,7.353255105,33060.29349,1969.79349,2.330377633,2.330377633,742.1339081,297.7857143,19802.75,1.543337166,1.543337166,491.4923771,197.2142857,13114.75,18.58022501,
411,S39AA,,III,C,6,III,C,6,67.46902449,81322.62,0.060266634,0.030305507,0.120533268,0.030305507,829.6464685,58.92375486,79.73275668,39.86637834,32995.26724,1904.767243,12.63436601,12.63436601,731.8299197,297.7857143,19802.75,8.367350578,8.367350578,484.6683637,197.2142857,13114.75,100.7344733,
125,TLR4,,VI,C,7,III,C,7,25.80055452,121809.7,0.236060236,0.118704576,0.472120473,0.118704576,211.8103445,15.04334833,96.47692294,94.22747123,32978.52308,1888.023077,49.48793775,49.48793775,694.976348,297.7857143,19802.75,32.77433345,32.77433345,460.2613808,197.2142857,13114.75,178.7391941,
409,DDR2,,III,C,8,III,C,8,102.7457856,87005.39,0.042340126,0.021291035,0.084680252,0.021291035,1180.912879,83.87165334,56.01598659,28.0079933,33018.98401,1928.484013,8.876232387,8.876232387,735.5880533,297.7857143,19802.75,5.878454694,5.878454694,487.1572596,197.2142857,13114.75,70.77067367,
408,TR10D,,III,C,9,III,C,9,112.072232,56642.205,0.025270401,0.012707402,0.050540802,0.012707402,1978.599386,140.5255246,33.43274059,16.71637029,33041.56726,1951.067259,5.297715757,5.297715757,739.16657,297.7857143,19802.75,3.508513601,3.508513601,489.5272007,197.2142857,13114.75,42.23896995,
218,LRRC25,,V,C,10,III,C,10,129.7930504,53696.532,0.020685442,0.010401822,0.041370884,0.010401822,2417.158904,171.6732176,27.3668396,13.6834198,33047.63316,1957.13316,4.336519675,4.336519675,740.127766,297.7857143,19802.75,2.871943109,2.871943109,490.1637712,197.2142857,13114.75,34.57530238,
36,ITGA2,ITGB1,VII,C,8,III,C,11,42.82543576,249173.34,0.29091746,0.146289923,0,0.146289923,171.8700554,12.20668007,81.9,75.45702203,32993.1,1902.6,60.98826882,60.98826882,683.4760169,297.7857143,19802.75,40.39064768,40.39064768,452.6450666,197.2142857,13114.75,183.2789165,should be 185 but only have 81.9
405,APLP2,,III,C,12,III,C,12,159.7356205,99636.2,0.031187846,0.015683031,0.062375693,0.015683031,1603.188605,113.8628271,41.26152081,20.63076041,33033.73848,1943.238479,6.538255766,6.538255766,737.9260299,297.7857143,19802.75,4.330084953,4.330084953,488.7056293,197.2142857,13114.75,52.12986153,
404,TNFRSF17,,III,D,1,III,D,1,129.689985,39305.232,0.015153534,0.007620063,0.030307068,0.007620063,3299.56035,234.3437748,20.0481255,10.02406275,33054.95187,1964.451874,3.17680419,3.17680419,741.2874815,297.7857143,19802.75,2.103899345,2.103899345,490.9318149,197.2142857,13114.75,25.32882904,
403,PCDH17,,III,D,2,III,D,2,95.69034659,103701.73,0.054186098,0.027247866,0.108372196,0.027247866,922.7459039,65.53593067,71.68820769,35.84410384,33003.31179,1912.811792,11.35963552,11.35963552,733.1046502,297.7857143,19802.75,7.523135923,7.523135923,485.5125784,197.2142857,13114.75,90.57097912,
402,ENG,,III,D,3,III,D,3,30.62940878,100971.5,0.1648277,0.082884786,0.3296554,0.082884786,303.347071,21.54453629,120.1717139,109.0335235,32954.82829,1864.328286,34.5546674,34.5546674,709.9096183,297.7857143,19802.75,22.88448949,22.88448949,470.1512248,197.2142857,13114.75,177.6108708,
401,TNFSF13B,,III,D,4,III,D,4,70.99022423,50807.561,0.0357849,0.017994692,0.071569799,0.017994692,1397.237396,99.23561052,47.34342223,23.67171112,33027.65658,1937.156578,7.501987259,7.501987259,736.9622985,297.7857143,19802.75,4.96833457,4.96833457,488.0673797,197.2142857,13114.75,59.81374406,
400,DSC3,,III,D,5,III,D,5,60.97474048,111714.1,0.091606868,0.046065168,0.183213736,0.046065168,545.8106047,38.76495772,121.1958863,60.59794316,32953.80411,1863.304114,19.20456849,19.20456849,725.2597172,297.7857143,19802.75,12.71859285,12.71859285,480.3171214,197.2142857,13114.75,153.1190477,
399,ICAM3,,III,D,6,III,D,6,123.2806375,105024.46,0.042595683,0.021419544,0.085191367,0.021419544,1173.827863,83.36845621,56.3540891,28.17704455,33018.64591,1928.145911,8.929807742,8.929807742,735.534478,297.7857143,19802.75,5.913935998,5.913935998,487.1217783,197.2142857,13114.75,71.19783284,
209,LILRB3,,V,D,7,III,D,7,118.151184,74543.147,0.031545662,0.015862962,0.063091325,0.015862962,1585.003971,112.5713048,41.7349112,20.8674556,33033.26509,1942.765089,6.613268694,6.613268694,737.851017,297.7857143,19802.75,4.379763699,4.379763699,488.6559506,197.2142857,13114.75,52.7279436,
397,APMAP,,III,D,8,III,D,8,76.0630874,68246.726,0.044861922,0.022559138,0.089723844,0.022559138,1114.530936,79.1570267,59.35232291,29.67616146,33015.64768,1925.147677,9.404904615,9.404904615,735.0593811,297.7857143,19802.75,6.228577991,6.228577991,486.8071363,197.2142857,13114.75,74.98580552,
207,PTPRJ,,V,D,9,III,D,9,34.55357019,189648.93,0.274427402,0.137997779,0,0.137997779,182.1975489,12.94016682,0,81.09941106,33075,1984.5,57.5312742,57.5312742,686.9330115,297.7857143,19802.75,38.10118687,38.10118687,454.9345274,197.2142857,13114.75,95.63246107,increase conc due to band discrepancy
395,CEACAM4,,III,D,10,III,D,10,62.15990838,52087.352,0.041897867,0.021068642,0.083795735,0.021068642,1193.378162,84.75697172,55.43087859,27.7154393,33019.56912,1929.069121,8.783516809,8.783516809,735.6807689,297.7857143,19802.75,5.817052029,5.817052029,487.2186623,197.2142857,13114.75,70.03144743,
394,CLEC12A,,III,D,11,III,D,11,133.3683112,60683.811,0.022750461,0.011440232,0.045500922,0.011440232,2197.757671,156.0907437,30.09885979,15.04942989,33044.90114,1954.40114,4.769432626,4.769432626,739.6948531,297.7857143,19802.75,3.158647993,3.158647993,489.8770663,197.2142857,13114.75,38.02694041,
108,KIR2DL3,,VI,D,12,III,D,12,62.72949714,61048.796,0.048660358,0.024469209,0.097320716,0.024469209,1027.530455,72.97801528,64.37765389,32.18882694,33010.62235,1920.122346,10.2012131,10.2012131,734.2630726,297.7857143,19802.75,6.75594852,6.75594852,486.2797658,197.2142857,13114.75,81.33481551,
392,C10orf54,,III,E,1,III,E,1,97.0310514,57181.082,0.029465352,0.014816863,0.058930704,0.014816863,1696.908278,120.5190538,38.98266091,19.49133045,33036.01734,1945.517339,6.177150102,6.177150102,738.2871356,297.7857143,19802.75,4.090935819,4.090935819,488.9447785,197.2142857,13114.75,49.25074683,
391,TNFSF4,,III,E,2,III,E,2,83.32375729,56823.15,0.034097808,0.017146326,0.068195617,0.017146326,1466.369909,104.1455901,45.11140033,22.55570017,33029.8886,1939.3886,7.148303493,7.148303493,737.3159822,297.7857143,19802.75,4.73410073,4.73410073,488.3016136,197.2142857,13114.75,56.99380456,
390,IL10RB,,III,E,3,III,E,3,108.51812,61788.989,0.028469434,0.014316058,0.056938868,0.014316058,1756.269552,124.7350534,37.6650611,18.83253055,33037.33494,1946.834939,5.968364668,5.968364668,738.495921,297.7857143,19802.75,3.952663672,3.952663672,489.0830506,197.2142857,13114.75,47.58608944,
